Shipment_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Warehouse_Location,Product_Category,Shipping_Method,Shipping_Cost,Delivery_Status,Quantity_Shipped,Weight_Shipped,Distance_Shipped,Shipping_Provider,Handling_Cost,Fuel_Surcharge,Shipment_Value,Return_Status,Damaged_Goods,Customer_Satisfaction_Score,Delivery_Days,Carrier_On_Time_Percentage
1138,2/11/2022,2/13/2022,2/18/2022,1929,Asia,Johannesburg,Toys,Sea,36.30727419,On-Time,26,31.46111299,1260.062231,UPS,10.73671211,4.30392618,802.6051086,Yes,No,1.875122729,5,80.17160433
1139,2/12/2022,2/16/2022,2/21/2022,4737,Asia,New York,Toys,Ground,82.99785216,Delayed,24,49.2906245,409.6598828,DHL,5.619502791,4.538378813,108.9429974,Yes,Yes,4.485150543,4,92.71916362
1140,2/13/2022,2/14/2022,2/21/2022,4453,South America,Berlin,Apparel,Sea,17.88180161,Delayed,49,77.38804238,2022.120334,UPS,4.239620784,8.79326499,127.5500674,Yes,No,1.211887099,3,85.78805909
1141,2/14/2022,2/16/2022,2/23/2022,4069,Africa,New York,Food,Air,82.51078411,Delayed,35,17.25433718,1876.662929,DHL,8.210915648,8.959344963,333.5694071,No,Yes,4.12878034,3,88.63550022
1142,2/15/2022,2/16/2022,2/18/2022,3692,North America,New York,Furniture,Ground,70.2265287,Delayed,14,76.86583543,1359.466259,DHL,4.475938007,2.386888814,538.4787719,No,No,3.463275599,3,81.78658421
1143,2/16/2022,2/20/2022,2/22/2022,1226,South America,Johannesburg,Food,Ground,75.91973132,On-Time,3,75.0699554,1492.004507,UPS,19.96884157,1.992418786,435.9610605,No,Yes,2.260797387,7,85.35988408
1144,2/17/2022,2/20/2022,2/21/2022,3748,South America,São Paulo,Toys,Air,48.89918688,Delayed,13,54.16514638,1808.454914,UPS,2.885401824,4.962351739,92.57549514,Yes,No,3.883730193,9,92.02103338
1145,2/18/2022,2/22/2022,2/27/2022,4547,South America,New York,Furniture,Ground,71.17532164,Delayed,47,86.65130773,4944.299788,FedEx,9.940584789,9.002770271,959.61698,No,No,4.129463181,6,84.14926047
1146,2/19/2022,2/21/2022,2/27/2022,4548,Asia,Berlin,Food,Ground,64.81260502,Delayed,14,13.64826613,3916.959252,FedEx,10.1376834,3.223550934,955.2260443,Yes,Yes,4.735595885,4,92.3031967
1147,2/20/2022,2/23/2022,2/23/2022,1264,Europe,Tokyo,Electronics,Air,79.20821757,Delayed,21,59.75016116,366.2919934,DHL,7.411374714,6.520146153,315.3885071,Yes,No,2.471098689,8,97.53761125
1148,2/21/2022,2/23/2022,2/26/2022,2395,North America,New York,Apparel,Ground,50.2092851,Delayed,26,45.20963372,4363.341751,DHL,12.28432818,7.081516877,744.9493345,No,No,3.744066944,3,80.0938658
1149,2/22/2022,2/25/2022,2/25/2022,4557,Africa,New York,Food,Ground,52.55430624,Delayed,3,42.51806523,3170.183599,UPS,4.699586435,7.786746649,599.6466408,No,Yes,3.410465108,6,94.92964367
1150,2/23/2022,2/24/2022,2/26/2022,2457,Africa,Berlin,Food,Air,67.92186005,Delayed,40,25.62982659,4454.062863,UPS,16.11042285,5.639244579,275.6028603,Yes,No,3.100824278,6,92.18505872
1151,2/24/2022,2/25/2022,3/2/2022,1645,Europe,São Paulo,Electronics,Sea,19.72697443,Delayed,4,37.54182585,1715.131339,FedEx,7.984058928,4.024551783,299.0629742,Yes,No,4.561665897,9,80.88602249
1152,2/25/2022,2/26/2022,3/1/2022,3258,South America,New York,Toys,Air,49.26200035,On-Time,36,11.26100022,2327.949135,UPS,12.64416662,9.670159888,516.5955156,No,Yes,1.012669257,6,95.01317561
1153,2/26/2022,3/2/2022,3/3/2022,4643,North America,New York,Apparel,Ground,97.47557607,On-Time,43,25.53409749,4482.173016,DHL,14.88150625,6.113307533,448.2750944,Yes,No,2.128446424,4,84.26589967
1154,2/27/2022,3/1/2022,3/6/2022,4448,Africa,São Paulo,Food,Air,13.37970881,Delayed,1,27.56052822,1370.139948,UPS,18.00275812,7.285652116,326.6678618,Yes,Yes,3.153108958,6,85.05059027
1155,2/28/2022,3/4/2022,3/7/2022,2418,Africa,Berlin,Furniture,Ground,38.44042506,Delayed,40,72.20645281,4578.349372,FedEx,17.04417386,3.449828457,817.1360165,Yes,No,1.713173047,8,81.77679797
1156,3/1/2022,3/2/2022,3/10/2022,2473,South America,New York,Food,Ground,38.26988372,Delayed,47,5.330767507,4144.213564,DHL,12.94956251,6.69949181,507.3897718,No,No,4.631466135,3,90.15321649
1157,3/2/2022,3/4/2022,3/5/2022,3990,Europe,São Paulo,Apparel,Air,67.01177073,Delayed,33,65.29363466,4902.984125,FedEx,8.991077247,2.577976622,672.1056593,Yes,Yes,3.59038047,8,89.46625107
1158,3/3/2022,3/4/2022,3/9/2022,2387,North America,New York,Food,Ground,19.52203235,On-Time,7,22.53028602,1628.045359,FedEx,11.05768406,2.450969175,229.8098252,Yes,No,2.911531979,3,86.59631562
1159,3/4/2022,3/8/2022,3/10/2022,2899,Europe,Tokyo,Electronics,Sea,66.56896278,On-Time,11,8.645219839,1186.408368,DHL,15.83722628,7.147222018,556.8322794,Yes,Yes,4.258807036,5,83.20632235
1160,3/5/2022,3/9/2022,3/12/2022,3504,Europe,Johannesburg,Food,Ground,18.55362166,Delayed,27,30.43021303,1661.025816,FedEx,17.79581977,5.213947363,352.077247,Yes,Yes,2.803544766,7,95.92111754
1161,3/6/2022,3/10/2022,3/15/2022,3772,North America,Tokyo,Food,Air,18.54582827,On-Time,14,22.83505051,4773.702482,UPS,3.868074707,6.832766104,550.0929299,Yes,No,3.234612048,6,96.65119017
1162,3/7/2022,3/8/2022,3/16/2022,4799,North America,New York,Furniture,Sea,75.53650215,On-Time,22,55.4272214,1672.035747,UPS,8.927412725,2.694384907,791.7845417,Yes,Yes,1.011003982,8,90.2710126
1163,3/8/2022,3/10/2022,3/17/2022,2249,Africa,Berlin,Electronics,Sea,39.17216564,Delayed,16,36.05895214,2830.406982,FedEx,15.97009877,5.987233411,780.4675496,Yes,No,2.462802121,7,84.64028134
1164,3/9/2022,3/11/2022,3/14/2022,1981,Africa,Johannesburg,Electronics,Ground,97.96806529,Delayed,46,96.61637737,2024.35962,UPS,9.769731727,4.439336497,386.5096441,No,Yes,1.555161889,7,81.82609125
1165,3/10/2022,3/11/2022,3/14/2022,2154,North America,Tokyo,Food,Air,13.36176428,Delayed,12,96.37318514,1987.138521,FedEx,7.980099753,5.969602868,709.5632612,No,No,3.758754723,7,96.50233918
1166,3/11/2022,3/13/2022,3/16/2022,1587,Asia,São Paulo,Furniture,Ground,50.05959973,On-Time,49,44.64966928,974.9592633,UPS,9.403808543,2.908797322,944.2254529,No,No,2.916107836,7,81.82500167
1167,3/12/2022,3/13/2022,3/20/2022,1475,Africa,Berlin,Food,Ground,20.18223439,On-Time,46,79.61120234,2690.026909,FedEx,12.85120544,7.154509636,644.3858634,Yes,Yes,2.207030229,7,80.25042072
1168,3/13/2022,3/15/2022,3/21/2022,2821,Asia,Tokyo,Food,Air,41.62410701,Delayed,10,1.820219816,4248.527232,UPS,19.99649259,8.059293662,190.9896172,No,No,2.871329357,3,88.91855397
1169,3/14/2022,3/17/2022,3/18/2022,1985,North America,São Paulo,Apparel,Air,99.84002055,Delayed,24,55.00725268,256.9302176,DHL,10.87386372,2.599164739,695.7231978,No,No,1.838519552,4,93.89414942
1170,3/15/2022,3/18/2022,3/22/2022,4348,Africa,New York,Apparel,Ground,89.99582606,On-Time,46,74.45826764,4447.240702,DHL,5.752900549,3.006205599,149.659167,Yes,No,4.70034653,6,88.69320309
1171,3/16/2022,3/20/2022,3/20/2022,3203,Europe,São Paulo,Furniture,Sea,14.3491968,On-Time,18,22.08585093,3330.710096,UPS,4.931238355,6.611542697,878.5048884,No,Yes,1.21589053,6,80.97680153
1172,3/17/2022,3/20/2022,3/23/2022,4831,North America,Tokyo,Toys,Ground,60.69302594,Delayed,22,6.586589639,3087.523022,FedEx,2.762295455,6.955851743,540.827471,Yes,No,4.461668141,3,93.11055316
1173,3/18/2022,3/21/2022,3/26/2022,2241,South America,Tokyo,Apparel,Sea,68.30400743,On-Time,9,16.01393412,3133.242162,UPS,12.05871023,7.040996844,415.8836995,Yes,No,3.045435155,8,92.20431979
1174,3/19/2022,3/22/2022,3/22/2022,1189,Asia,New York,Toys,Ground,28.85811616,Delayed,17,44.46388467,1488.386481,FedEx,11.80229765,6.826985048,104.1562649,Yes,Yes,3.475785985,3,92.94906489
1175,3/20/2022,3/21/2022,3/23/2022,2440,North America,São Paulo,Electronics,Air,23.05950161,Delayed,38,50.88395637,2081.571074,UPS,5.694210682,3.92807717,411.7445479,No,No,2.210422484,9,84.01284734
1176,3/21/2022,3/24/2022,3/28/2022,1980,North America,São Paulo,Apparel,Sea,91.39430212,On-Time,40,38.39806965,3998.457129,UPS,14.51592932,3.948536744,908.0463345,Yes,Yes,4.866790467,7,95.11826977
1177,3/22/2022,3/25/2022,3/28/2022,2698,Africa,New York,Apparel,Air,97.19347973,On-Time,13,44.27738982,1538.841374,DHL,15.33992675,2.548176236,69.93384647,No,Yes,2.127403834,4,89.10419602
1178,3/23/2022,3/27/2022,3/28/2022,2715,Africa,São Paulo,Furniture,Air,99.27035716,On-Time,37,47.28837848,2355.400846,FedEx,6.663767697,1.568336999,500.9157499,Yes,No,3.355511989,6,90.1907034
1179,3/24/2022,3/27/2022,3/30/2022,3593,Africa,New York,Toys,Air,81.07855964,Delayed,6,77.05894783,107.9650342,FedEx,8.193795753,6.925773794,934.6001866,Yes,Yes,4.97366682,8,90.37077018
1180,3/25/2022,3/28/2022,3/28/2022,1040,South America,Berlin,Apparel,Air,69.71518625,Delayed,21,10.97156886,3670.456181,FedEx,19.8284901,0.93188786,425.0989498,No,No,4.524377586,5,85.4493223
1181,3/26/2022,3/28/2022,3/29/2022,3354,Africa,Tokyo,Apparel,Air,41.1157227,Delayed,36,77.01057148,2094.333862,FedEx,8.736760421,9.377922868,456.7669031,Yes,No,3.145319301,3,84.75254798
1182,3/27/2022,3/31/2022,4/4/2022,1942,North America,Berlin,Furniture,Ground,25.42584811,Delayed,7,69.01841658,2631.540255,FedEx,15.69443009,8.266863037,599.6320524,No,No,4.961498092,5,80.09055648
1183,3/28/2022,4/1/2022,4/3/2022,1337,Africa,Johannesburg,Furniture,Sea,17.10825394,Delayed,36,74.29525054,582.2996959,DHL,10.14905768,8.5750574,489.7904669,Yes,Yes,3.805479447,6,87.5355965
1184,3/29/2022,4/2/2022,4/4/2022,2337,Europe,Johannesburg,Toys,Ground,72.39677217,Delayed,25,73.57960439,4958.654002,UPS,16.2802069,9.066688146,210.1716067,Yes,Yes,1.834801665,3,89.21695669
1185,3/30/2022,4/3/2022,4/2/2022,2098,Africa,Johannesburg,Electronics,Ground,80.62510737,On-Time,11,47.32388567,1519.314457,FedEx,15.8424183,4.086049707,67.62776212,Yes,No,2.622384842,6,94.11327117
1186,3/31/2022,4/4/2022,4/5/2022,4000,South America,New York,Electronics,Ground,84.38082872,Delayed,44,21.53431836,3178.598411,FedEx,14.01960845,8.467007234,629.3210751,Yes,No,2.337973336,3,81.26591226
1187,4/1/2022,4/5/2022,4/8/2022,3326,Europe,São Paulo,Food,Air,92.2388503,Delayed,14,53.89457598,2910.369361,UPS,17.38601023,1.580613003,924.7662577,Yes,Yes,2.376054833,8,97.55579884
1188,4/2/2022,4/3/2022,4/11/2022,4247,North America,Berlin,Apparel,Ground,89.19366073,Delayed,45,95.81921433,3927.610098,DHL,18.90593291,0.216417946,151.0459264,Yes,No,4.041825757,6,85.0152109
1189,4/3/2022,4/6/2022,4/10/2022,1895,North America,Berlin,Toys,Sea,99.9767145,Delayed,29,59.0583053,1476.246409,DHL,12.43969977,7.848913947,250.4050833,Yes,Yes,3.337051709,9,86.96769311
1190,4/4/2022,4/8/2022,4/10/2022,4733,Asia,Berlin,Apparel,Ground,31.96576099,On-Time,10,1.599190949,3782.077452,DHL,6.27444033,0.74796648,401.7180115,Yes,Yes,1.152370846,5,80.91888685
1191,4/5/2022,4/8/2022,4/12/2022,3320,Europe,Berlin,Toys,Air,78.69768537,Delayed,48,6.441235035,1918.683636,UPS,9.17532131,9.885246673,818.3051176,No,No,4.509793935,4,92.40959181
1192,4/6/2022,4/9/2022,4/9/2022,3884,Asia,Johannesburg,Toys,Sea,62.78135611,On-Time,5,99.28991164,2061.69322,UPS,15.64950284,6.747964296,305.7973006,No,No,2.187184562,8,93.46953315
1193,4/7/2022,4/8/2022,4/10/2022,3667,Europe,Berlin,Toys,Sea,33.51206192,On-Time,8,7.658662744,3366.835507,DHL,13.71590273,7.534497102,887.9516841,No,No,4.988299508,9,97.64703313
1194,4/8/2022,4/12/2022,4/14/2022,2674,Europe,São Paulo,Apparel,Sea,98.37147901,Delayed,46,5.081493424,3923.586001,DHL,5.200370094,2.458038563,102.2099809,Yes,Yes,4.816762921,8,86.39975106
1195,4/9/2022,4/11/2022,4/15/2022,3909,South America,Johannesburg,Furniture,Sea,90.81082943,Delayed,5,35.6259148,3337.664514,UPS,2.922311741,6.738653939,943.9087902,No,Yes,4.762122867,3,84.89000587
1196,4/10/2022,4/11/2022,4/19/2022,4854,Asia,Berlin,Apparel,Ground,21.56641016,On-Time,24,96.94706173,4500.398808,DHL,14.29330868,0.432199373,582.709724,No,Yes,4.244510416,5,93.79564357
1197,4/11/2022,4/13/2022,4/20/2022,4930,South America,New York,Toys,Air,12.35425081,On-Time,40,32.2081778,1432.943557,FedEx,6.519422433,8.378257199,675.8387946,Yes,Yes,1.882453327,6,93.42921688
1198,4/12/2022,4/15/2022,4/20/2022,1930,Europe,Tokyo,Food,Sea,71.94976861,Delayed,26,41.28347102,4504.077493,UPS,10.99406439,1.69624093,399.3050464,No,No,3.130530976,5,97.8053571
1199,4/13/2022,4/16/2022,4/19/2022,1288,North America,Tokyo,Electronics,Sea,64.3717566,On-Time,6,63.59066759,663.0089945,DHL,15.44144191,6.973580668,792.8945712,Yes,Yes,1.897210507,8,83.90105386
1200,4/14/2022,4/15/2022,4/19/2022,1723,Europe,Tokyo,Toys,Air,94.22340617,Delayed,16,2.899128013,3301.056292,FedEx,12.12800205,2.244805012,208.2379376,No,No,2.038701822,3,93.40055983
1201,4/15/2022,4/16/2022,4/22/2022,3940,South America,Johannesburg,Food,Ground,31.06047584,Delayed,36,89.82747596,2742.67695,UPS,3.499446496,0.684531694,96.46623401,No,Yes,3.443807078,5,81.27050297
1202,4/16/2022,4/18/2022,4/22/2022,3319,Asia,Berlin,Furniture,Sea,17.59491531,On-Time,12,52.18458025,2478.233343,UPS,5.340444262,4.814936785,425.741096,No,Yes,1.163334181,9,89.12699403
1203,4/17/2022,4/21/2022,4/21/2022,2953,Asia,Johannesburg,Toys,Ground,33.32938004,Delayed,11,46.94768515,1561.451024,FedEx,5.947907313,1.692862103,861.0109283,No,No,4.877834267,6,82.26842477
1204,4/18/2022,4/20/2022,4/26/2022,2089,South America,São Paulo,Food,Ground,11.70348765,Delayed,3,86.14230289,2523.626399,UPS,6.641556566,7.294439883,767.1804948,No,Yes,4.67469269,7,92.40977377
1205,4/19/2022,4/20/2022,4/23/2022,1482,Asia,New York,Toys,Ground,13.23034761,Delayed,44,95.33112064,817.2490484,DHL,12.17726106,2.375658434,541.298172,Yes,No,2.523070289,8,91.42786847
1206,4/20/2022,4/22/2022,4/23/2022,1935,Africa,New York,Apparel,Ground,92.33720253,On-Time,37,42.63081055,1852.911512,UPS,11.07138404,3.424725562,593.5308598,No,Yes,3.061689792,4,80.92782574
1207,4/21/2022,4/22/2022,4/30/2022,3295,North America,Tokyo,Food,Sea,41.68149243,On-Time,6,17.65788739,502.4177782,DHL,5.656880691,5.674392513,173.398185,Yes,No,2.864477677,4,86.07273863
1208,4/22/2022,4/24/2022,4/29/2022,1155,North America,Tokyo,Apparel,Sea,46.97281009,On-Time,19,81.66307237,2863.514533,FedEx,3.215987182,2.849682776,848.6474332,No,Yes,4.528799114,8,87.50563901
1209,4/23/2022,4/24/2022,4/29/2022,2070,North America,Tokyo,Apparel,Ground,11.65344891,Delayed,18,40.62441191,487.8817521,FedEx,5.085779681,3.779881162,797.6116988,Yes,Yes,3.754407505,7,84.71314512
1210,4/24/2022,4/25/2022,4/28/2022,2958,Asia,Berlin,Food,Ground,34.34696022,On-Time,16,93.58678118,810.1197731,UPS,19.71886363,8.15621771,673.6468742,No,No,2.11244499,3,80.73473084
1211,4/25/2022,4/26/2022,5/2/2022,3501,Asia,São Paulo,Electronics,Air,82.42533854,On-Time,23,95.01494889,436.4793394,FedEx,10.4338451,1.792098496,492.8814845,No,No,2.787365018,5,86.05761603
1212,4/26/2022,4/30/2022,4/29/2022,3248,Europe,São Paulo,Food,Air,65.39418637,On-Time,43,11.92548866,1912.740093,FedEx,17.61221908,0.822015895,966.2363049,No,No,2.715863903,5,95.05987313
1213,4/27/2022,4/29/2022,5/6/2022,2683,Europe,São Paulo,Electronics,Air,77.8402541,Delayed,37,95.67711975,4211.372688,UPS,17.2775444,3.283577851,885.0803733,No,Yes,4.837340673,7,86.84207268
1214,4/28/2022,4/30/2022,5/3/2022,1123,North America,São Paulo,Toys,Sea,50.24923667,Delayed,9,37.14289738,4535.412994,DHL,11.20735203,4.24376767,662.2089688,No,Yes,1.701243642,9,86.14402535
1215,4/29/2022,5/1/2022,5/7/2022,3048,Africa,Tokyo,Toys,Air,37.87562996,On-Time,3,64.80212551,368.7283785,UPS,14.72037875,5.426592821,403.2109478,Yes,Yes,1.358305349,7,97.89330962
1216,4/30/2022,5/1/2022,5/7/2022,1967,Europe,New York,Food,Sea,53.4529084,On-Time,8,3.957633133,3176.405203,UPS,5.469536187,3.724236962,637.1211647,No,Yes,4.522475329,6,80.79098366
1217,5/1/2022,5/3/2022,5/8/2022,4830,Europe,Tokyo,Toys,Sea,39.07639616,On-Time,38,88.94398527,3425.083269,DHL,14.39114069,7.899117002,596.6688802,No,Yes,4.586743958,6,94.57847572
1218,5/2/2022,5/4/2022,5/7/2022,1854,Asia,São Paulo,Furniture,Sea,85.5073987,Delayed,4,64.33893427,2673.512013,DHL,6.902922427,0.393194877,424.5298884,Yes,Yes,4.486956352,4,89.17877837
1219,5/3/2022,5/4/2022,5/10/2022,1639,Africa,Tokyo,Apparel,Sea,36.7906344,On-Time,12,64.53366946,3338.254459,DHL,16.97711774,4.317675382,341.3402731,No,No,3.043907663,3,97.94478764
1220,5/4/2022,5/7/2022,5/7/2022,3238,North America,São Paulo,Apparel,Air,69.37872764,Delayed,44,90.26652792,1176.11667,UPS,3.507034396,3.822559147,436.6602526,No,Yes,3.638977713,3,87.47594414
1221,5/5/2022,5/6/2022,5/8/2022,2602,Europe,Johannesburg,Electronics,Ground,22.32840001,Delayed,31,51.0805439,2453.324617,DHL,15.91649611,6.475784908,595.2158357,No,Yes,3.25345219,9,93.4528044
1222,5/6/2022,5/8/2022,5/11/2022,3563,Africa,New York,Toys,Ground,71.81798444,Delayed,25,41.34640572,1960.470487,FedEx,3.798864318,9.662762519,456.7281025,No,No,1.277791304,7,81.32877192
1223,5/7/2022,5/8/2022,5/15/2022,1441,Africa,Johannesburg,Electronics,Ground,92.19697404,On-Time,16,86.67981085,457.6426777,DHL,17.86140626,5.103754066,300.3957638,No,No,3.383339588,4,97.64667609
1224,5/8/2022,5/11/2022,5/14/2022,2944,North America,Berlin,Apparel,Air,64.77248392,On-Time,42,74.37084093,3131.526634,FedEx,7.475681326,9.868768469,772.9151519,Yes,No,1.054456589,4,86.54631067
1225,5/9/2022,5/10/2022,5/13/2022,2838,Africa,Tokyo,Apparel,Ground,60.3869842,Delayed,14,94.92307866,2481.123811,DHL,13.77908057,3.022493949,554.8941212,No,No,2.299949638,6,89.95608694
1226,5/10/2022,5/12/2022,5/16/2022,2829,Africa,Berlin,Toys,Air,96.50064412,Delayed,13,94.04212838,1383.118394,FedEx,10.77504102,0.308681325,114.2914051,Yes,No,4.729170303,5,82.63115057
1227,5/11/2022,5/14/2022,5/18/2022,3190,Africa,Tokyo,Furniture,Air,66.46568998,Delayed,41,38.54145337,2373.689449,FedEx,8.593456615,1.656631675,399.9006803,No,Yes,2.216181079,9,97.96559955
1228,5/12/2022,5/16/2022,5/16/2022,4262,Europe,Johannesburg,Furniture,Air,33.35953899,Delayed,7,44.97513587,3878.737112,FedEx,13.617953,3.951248848,890.6677844,No,Yes,4.759306571,3,92.78643767
1229,5/13/2022,5/15/2022,5/18/2022,1532,North America,São Paulo,Toys,Ground,36.31519215,On-Time,12,25.9705029,4010.272236,FedEx,19.05541365,3.163339092,767.4747046,Yes,No,2.000535829,9,81.02500206
1230,5/14/2022,5/17/2022,5/19/2022,3274,Africa,São Paulo,Toys,Ground,73.47759783,On-Time,37,66.23446497,3251.135382,FedEx,2.742855453,0.97054131,357.0844447,No,No,2.258248962,4,82.9489288
1231,5/15/2022,5/18/2022,5/23/2022,2336,Africa,Tokyo,Electronics,Ground,76.18929345,Delayed,4,36.77192602,2344.061689,DHL,18.53935141,4.326601077,941.2739944,No,Yes,3.513629986,6,87.59684596
1232,5/16/2022,5/20/2022,5/20/2022,4700,Europe,São Paulo,Toys,Sea,37.31466086,Delayed,2,78.71701434,2882.9907,UPS,12.96346979,3.381157717,122.7727629,Yes,No,4.046507891,6,84.11864924
1233,5/17/2022,5/18/2022,5/20/2022,1948,North America,Johannesburg,Furniture,Air,41.08095801,Delayed,35,12.59430069,1931.226703,UPS,16.53165741,1.226192205,963.1729687,No,Yes,3.005551072,6,85.78788582
1234,5/18/2022,5/19/2022,5/22/2022,4373,Asia,São Paulo,Toys,Sea,99.19508579,On-Time,44,12.08208369,641.5161515,UPS,8.909749162,2.961171306,283.4198379,No,Yes,4.528462749,9,98.95233206
1235,5/19/2022,5/21/2022,5/26/2022,4725,Europe,Johannesburg,Electronics,Air,19.17572946,Delayed,3,20.84331045,1934.246781,UPS,10.49317355,8.864360554,58.63947129,Yes,No,1.160961686,5,92.51432525
1236,5/20/2022,5/24/2022,5/23/2022,3019,North America,Berlin,Electronics,Ground,46.41805256,On-Time,4,8.88707275,2656.360453,UPS,17.63931353,3.020488655,462.1176347,Yes,Yes,4.688779355,4,97.52213444
1237,5/21/2022,5/22/2022,5/30/2022,1459,Africa,Johannesburg,Electronics,Air,15.62027781,Delayed,38,62.19314496,2998.181733,FedEx,9.467263457,7.139554232,391.0219082,No,Yes,1.7852312,7,88.28016912
1238,5/22/2022,5/26/2022,5/31/2022,4472,North America,New York,Electronics,Air,83.89705258,On-Time,12,15.16160022,4679.646871,DHL,11.6238722,6.120470797,562.1345549,No,Yes,4.53695498,7,93.49536341
1239,5/23/2022,5/24/2022,6/1/2022,1550,North America,New York,Food,Sea,18.31112551,On-Time,19,16.41631029,3888.893891,FedEx,2.363508616,4.271811624,806.9342175,No,Yes,2.603452718,6,88.73411555
1240,5/24/2022,5/27/2022,5/29/2022,1392,North America,New York,Toys,Air,70.66066208,Delayed,10,1.915708261,768.4428816,DHL,4.854764105,2.390256368,850.309262,Yes,No,4.331028223,6,86.23626631
1241,5/25/2022,5/26/2022,5/29/2022,4938,Asia,Tokyo,Apparel,Ground,15.08350816,On-Time,1,78.31795646,879.1692112,DHL,13.55035714,3.690146993,431.1684996,Yes,No,3.686662199,5,89.86428978
1242,5/26/2022,5/30/2022,6/4/2022,2787,North America,Tokyo,Toys,Air,70.5569534,On-Time,17,81.32345751,511.4688486,DHL,14.90558422,5.921072135,458.3534565,No,No,1.70376653,6,88.11890979
1243,5/27/2022,5/30/2022,6/2/2022,1844,Asia,Tokyo,Food,Air,85.87332522,On-Time,16,16.62123043,3693.526819,DHL,12.48681686,3.507532147,190.7688438,No,No,4.67219028,8,98.63027232
1244,5/28/2022,5/31/2022,6/5/2022,4278,Africa,Johannesburg,Electronics,Air,45.89393742,On-Time,9,74.08268121,3533.55017,UPS,4.579580653,2.148964336,95.17022844,No,No,1.982069562,4,89.4271617
1245,5/29/2022,6/1/2022,6/4/2022,3257,Asia,Tokyo,Food,Sea,56.99138441,Delayed,9,43.63773975,4931.950879,DHL,10.01729771,1.164627489,659.1542407,Yes,Yes,1.976560475,6,95.41114953
1246,5/30/2022,6/3/2022,6/8/2022,2138,Africa,Berlin,Furniture,Air,46.13875642,Delayed,9,24.33969086,2614.896854,DHL,8.391705795,8.797669379,111.2157443,Yes,Yes,4.256715587,6,92.6695699
1247,5/31/2022,6/2/2022,6/8/2022,4808,Africa,New York,Furniture,Air,37.04398828,Delayed,12,62.3277685,4133.810495,UPS,10.92190419,4.403129758,747.1386135,Yes,Yes,1.423493022,4,89.11291751
1248,6/1/2022,6/3/2022,6/8/2022,1645,Asia,Johannesburg,Toys,Sea,82.29370606,Delayed,41,18.2591654,2886.434895,FedEx,17.66592262,6.252083217,562.1356378,No,Yes,1.888143625,3,89.00885138
1249,6/2/2022,6/4/2022,6/8/2022,4322,Europe,New York,Toys,Sea,34.48023164,Delayed,15,75.80991896,4371.692696,FedEx,15.9655059,4.904103611,238.6538293,No,No,3.014710294,8,86.49591222
1250,6/3/2022,6/7/2022,6/7/2022,3266,South America,Tokyo,Apparel,Sea,75.0649082,On-Time,2,5.237715143,3607.894986,FedEx,3.511811025,8.725665184,562.5467963,No,No,4.321908115,8,82.03265435
1251,6/4/2022,6/7/2022,6/8/2022,3454,North America,Johannesburg,Apparel,Sea,28.55773713,On-Time,11,95.93352783,3217.991235,FedEx,18.02556556,5.469348524,223.8478308,Yes,Yes,1.589935899,7,94.46791725
1252,6/5/2022,6/7/2022,6/11/2022,2466,South America,São Paulo,Furniture,Ground,32.48684165,On-Time,11,7.651587744,2829.962128,DHL,10.49180872,4.807814179,466.8003471,No,No,3.190672938,6,97.44380107
1253,6/6/2022,6/10/2022,6/15/2022,4674,North America,Berlin,Electronics,Ground,40.28150463,On-Time,8,58.15511772,3617.622917,UPS,15.38951861,9.246009904,809.5823004,Yes,Yes,3.844962367,4,84.14114224
1254,6/7/2022,6/9/2022,6/11/2022,2377,North America,Tokyo,Food,Air,63.02407397,Delayed,32,90.26833187,2104.072675,UPS,4.520706163,7.19689596,488.8233287,No,Yes,4.442380899,7,97.58779638
1255,6/8/2022,6/9/2022,6/15/2022,3935,Africa,Tokyo,Apparel,Ground,50.89800872,Delayed,6,1.68449465,491.9171377,FedEx,14.07295146,1.115499073,191.2643524,Yes,No,4.742262241,9,84.41378014
1256,6/9/2022,6/11/2022,6/12/2022,3605,North America,Berlin,Apparel,Air,77.06303288,On-Time,20,50.10218887,209.5307827,UPS,6.253868317,1.777044612,737.6372477,No,No,4.138559658,9,90.07150294
1257,6/10/2022,6/12/2022,6/19/2022,3597,North America,Berlin,Electronics,Ground,29.22105703,Delayed,39,35.32569295,2400.328421,DHL,9.890856149,7.871228629,227.4299955,No,No,3.611313593,5,86.52881793
1258,6/11/2022,6/14/2022,6/18/2022,1141,Asia,São Paulo,Electronics,Sea,10.96050591,On-Time,35,58.24305293,3000.464995,FedEx,2.303531661,8.358513212,751.6223807,Yes,Yes,2.734480341,9,82.17566693
1259,6/12/2022,6/16/2022,6/20/2022,3659,South America,Tokyo,Toys,Sea,79.89017246,On-Time,8,22.93300998,403.4566625,DHL,4.728991483,5.451908291,505.3846748,No,No,1.448440617,9,81.00392912
1260,6/13/2022,6/16/2022,6/20/2022,1500,Asia,Tokyo,Food,Ground,83.94844005,Delayed,49,6.957472115,1441.648709,DHL,3.657448876,5.544552279,481.0546711,Yes,Yes,3.83894877,3,86.94158411
1261,6/14/2022,6/17/2022,6/23/2022,1839,North America,New York,Electronics,Ground,15.35321468,Delayed,43,62.78033717,1616.940708,DHL,6.315395113,6.319329629,858.863286,No,No,4.970949218,6,80.89953343
